Drug,lncRNA
LY-294002,ZNF710-AS1
LY-294002,SNHG14
Haloperidol,MIR22HG
Procainamide,NDST2
thioguanosine,LINC00342
thioguanosine,WT1-AS
thioguanosine,LINC00599
Bepridil,AC098487.1
dequalinium chloride,LINC00339
Ritodrine,WT1-AS
Buspirone,WT1-AS
Buspirone,SNHG3
Prochlorperazine,AC098487.1
Hesperidin,WT1-AS
androsterone,AP003469.4
Ouabain,ENSG00000229645
Ouabain,AC093010.3
Ouabain,BRD3OS
Ouabain,LINC00339
Ouabain,AP003469.4
Ouabain,LINC00599
Ouabain,WT1-AS
Anisomycin,MIR22HG
Anisomycin,ZNF710-AS1
Anisomycin,LINC00599
Anisomycin,MCM3AP-AS1
Anisomycin,NEAT1
Anisomycin,LINC00342
Anisomycin,BRD3OS
Anisomycin,LINC00963
Anisomycin,ENSG00000229645
Anisomycin,SNHG3
Anisomycin,WT1-AS
Anisomycin,AL450384.2
Anisomycin,THAP9-AS1
Corticosterone,NDST2
Cyanocobalamin,NDST2
lumicolchicine,SNHG14
DL-alpha-Tocopherol,AL021937.4
Apigenin,MCM3AP-AS1
Apigenin,ENSG00000229645
Apigenin,LINC01963
Apigenin,LINC00599
Apigenin,NBPF1
Apigenin,BRD3OS
Apigenin,AP003469.4
Apigenin,AC098487.1
Myricetin,MIR22HG
Myricetin,ELOA-AS1
Myricetin,LINC00599
SR-95639A,LINC00963
Bacampicillin,WT1-AS
digitoxigenin,ENSG00000229645
digitoxigenin,SNHG20
digitoxigenin,WT1-AS
digitoxigenin,LINC00599
digitoxigenin,MCM3AP-AS1
digitoxigenin,SNHG17
digitoxigenin,LINC00339
digitoxigenin,BRD3OS
Meclocycline,AC093010.3
Primaquine,AL450384.2
Chlorogenic Acid,AL450384.2
Mefloquine,LINC00599
Diazoxide,RHPN1-AS1
Clindamycin,MIR22HG
Clindamycin,LINC00599
Clindamycin,AFDN-DT
Clindamycin,AC098487.1
Clindamycin,TUG1
Clindamycin,AL139352.1
Clindamycin,GSN-AS1
Clindamycin,ZNF710-AS1
Clindamycin,CTXND1
Clindamycin,WT1-AS
Clindamycin,LINC00563
Clindamycin,MEG3
Clindamycin,AL359924.1
Clindamycin,SNHG20
Clindamycin,SNHG3
Clindamycin,XIST
Clindamycin,TP73-AS1
Clindamycin,AC002310.2
Clindamycin,MYCNOS
Clindamycin,KIF25-AS1
Clindamycin,AC068870.1
Clindamycin,AP003469.4
Clindamycin,ATXN8OS
Clindamycin,AL441883.1
Clindamycin,LINC01136
Clindamycin,SMAD5-AS1
Clindamycin,AC010834.1
Clindamycin,AC141586.3
Clindamycin,AL157838.1
Clindamycin,IDI2-AS1
Clindamycin,PYY2
Clindamycin,LINC00342
Clindamycin,PRIM2
Clindamycin,AC090360.1
Clindamycin,LINC00474
Clindamycin,AL021937.4
Clindamycin,MMP24OS
Clindamycin,AC004690.2
Clindamycin,RHPN1-AS1
Clindamycin,MCM3AP-AS1
Clindamycin,TCL6
Clindamycin,NDST2
Clindamycin,SMIM27
Clindamycin,SNHG14
Clindamycin,TP53TG1
Nicergoline,RHPN1-AS1
Spironolactone,RHPN1-AS1
Neomycin,LINC00599
dizocilpine,NBPF1
Cefotaxime,RHPN1-AS1
Cefotaxime,THAP9-AS1
Thioproperazine,LINC00599
Dihydrostreptomycin,LINC00599
Pindolol,AL139352.1
nocodazole,LINC00342
Dihydroergotamine,SNHG17
Dihydroergotamine,LINC00599
Dihydroergotamine,ENSG00000229645
Tranexamic acid,RHPN1-AS1
Tranexamic acid,LINC00599
ampyrone,MCM3AP-AS1
ampyrone,SMIM27
ampyrone,MEG3
ampyrone,AC090360.1
ampyrone,NEAT1
ampyrone,AL139352.1
ampyrone,AC013391.3
ampyrone,THAP9-AS1
ampyrone,MYCNOS
ampyrone,LINC00574
ampyrone,KIF25-AS1
ampyrone,LINC00474
ampyrone,AL441883.1
ampyrone,AC010542.4
ampyrone,AC007389.3
ampyrone,SNHG20
ampyrone,IDI2-AS1
ampyrone,SMAD5-AS1
ampyrone,MMP24OS
ampyrone,LINC00342
ampyrone,AC002310.2
ampyrone,TP73-AS1
ampyrone,KCNQ1DN
ampyrone,BRD3OS
ampyrone,AC004690.2
ampyrone,AL021937.4
ampyrone,LINC00599
ampyrone,SNHG14
ampyrone,SNHG3
ampyrone,ATXN8OS
ampyrone,AC010834.1
ampyrone,TUG1
ampyrone,AL359924.1
ampyrone,AP003469.4
ampyrone,SNHG17
ampyrone,ZNF710-AS1
ampyrone,MIR22HG
ampyrone,TP53TG1
ampyrone,AC098487.1
ampyrone,AL157838.1
ampyrone,RHPN1-AS1
ampyrone,CTXND1
Midodrine,RHPN1-AS1
Piroxicam,AC007389.3
etofylline,NBPF1
Chlorzoxazone,TP73-AS1
Chlorzoxazone,AC004690.2
Chlorzoxazone,AL139352.1
Chlorzoxazone,TP53TG1
Chlorzoxazone,LINC00342
Chlorzoxazone,ZNF710-AS1
Chlorzoxazone,SMAD5-AS1
Chlorzoxazone,AP003469.4
Chlorzoxazone,LINC00563
Chlorzoxazone,XIST
Chlorzoxazone,AC010542.4
Chlorzoxazone,NOP14-AS1
Chlorzoxazone,AL157838.1
Chlorzoxazone,SNHG14
Chlorzoxazone,AL021937.4
Chlorzoxazone,AL359924.1
Chlorzoxazone,IDI2-AS1
Chlorzoxazone,MYCNOS
Chlorzoxazone,AC090360.1
Chlorzoxazone,SNHG20
Chlorzoxazone,MMP24OS
Chlorzoxazone,LINC00599
Chlorzoxazone,KIF25-AS1
Chlorzoxazone,AL441883.1
Chlorzoxazone,AC007389.3
Chlorzoxazone,PART1
Chlorzoxazone,MEG3
Chlorzoxazone,LINC00474
Chlorzoxazone,SMIM27
Chlorzoxazone,AC002310.2
Chlorzoxazone,CTXND1
Chlorzoxazone,RHPN1-AS1
Chlorzoxazone,TCL6
Flufenamic Acid,AC007389.3
Fenspiride,MMP24OS
Hyoscyamine,IDI2-AS1
Chlorphenesin,THAP9-AS1
Ethosuximide,THAP9-AS1
Aztreonam,THAP9-AS1
Aztreonam,NBPF1
hydrastinine,SNHG14
Tolfenamic Acid,SNHG14
nifenazone,AC007389.3
Cloxacillin,LINC00574
Sulfathiazole,MEG3
Cimetidine,MYCNOS
Naphazoline,SNHG14
Naphazoline,AL355922.1
Naphazoline,LINC00563
Minaprine,SNHG3
Minaprine,KIF25-AS1
Amiloride,LINC00339
Doxylamine,SNHG14
Doxylamine,LINC00342
Doxylamine,AC007405.1
Pyrimethamine,VASH1-AS1
Ticlopidine,KIF25-AS1
Miconazole,XIST
Miconazole,NEAT1
Prednisone,NEAT1
Prednisone,AC007389.3
Ethambutol,NDUFB2-AS1
Ethambutol,AC007389.3
hexamethonium bromide,SNHG3
Dicyclomine,SNHG3
Dicyclomine,LINC01963
Dicyclomine,RHPN1-AS1
Oxetacaine,LINC01963
Oxetacaine,ELOA-AS1
Isoxsuprine,LINC01963
Isoxsuprine,VASH1-AS1
Thioridazine,MCF2L-AS1
Thioridazine,SNHG14
Hydrochlorothiazide,CTXND1
Captopril,LINC00339
Captopril,NEAT1
Amylocaine,VASH1-AS1
Pheniramine,VASH1-AS1
Diphemanil Methylsulfate,VASH1-AS1
Diphemanil Methylsulfate,LINC00339
sulfaguanidine,ZNF213-AS1
Minoxidil,AC002310.2
Tolazoline,VASH1-AS1
Tolazoline,AC090360.1
Tolnaftate,VASH1-AS1
Metronidazole,NDUFB2-AS1
Metronidazole,RHPN1-AS1
khellin,LINC01963
Apomorphine,IDI2-AS1
Apomorphine,MCF2L-AS1
Naloxone,LINC00563
Naloxone,NDST2
Bromocriptine,SNHG20
Bromocriptine,NDUFB2-AS1
Bromocriptine,NEAT1
Glipizide,IDI2-AS1
Glipizide,VASH1-AS1
Verapamil,LINC00563
Verapamil,ZNF710-AS1
Verapamil,RFPL1S
Verapamil,IDI2-AS1
Verapamil,AC007389.3
Erythromycin,AP003469.4
Erythromycin,TCL6
Erythromycin,SNHG3
Erythromycin,MYCNOS
cotinine,LINC00963
cotinine,AC098487.1
Zimelidine,ELOA-AS1
Zimelidine,AC002310.2
Amoxapine,AL157838.1
Amoxapine,SNHG14
Amoxapine,LINC00342
metanephrine,SMG7-AS1
Dipyridamole,AC098487.1
Dipyridamole,ZNF213-AS1
oleandomycin,MCF2L-AS1
edrophonium chloride,AC002310.2
edrophonium chloride,LINC00563
edrophonium chloride,IDI2-AS1
edrophonium chloride,NDUFB2-AS1
azacyclonol,THAP9-AS1
azacyclonol,MIR22HG
azacyclonol,MCF2L-AS1
azacyclonol,SNHG17
Cyproheptadine,ENSG00000229645
Cyproheptadine,LINC01963
Cyproheptadine,NDST2
Ciprofloxacin,ZNF213-AS1
Ciprofloxacin,SMG7-AS1
Ciprofloxacin,AL031598.1
Dehydrocholic acid,AC007389.3
Dehydrocholic acid,AC004690.2
Hydroxyzine,MCF2L-AS1
Hydroxyzine,RFPL1S
Chlorhexidine,MYCNOS
Midecamycin,LINC00342
Midecamycin,LINC00563
moroxydine,MCF2L-AS1
Azathioprine,MYCNOS
Azathioprine,NDST2
Famotidine,LINC00342
Famotidine,SNHG14
Famotidine,AC002310.2
Ampicillin,LINC01963
Hesperetin,ZNF710-AS1
Loperamide,IDI2-AS1
Josamycin,AC007389.3
trichostatin A,MYCNOS
trichostatin A,MCF2L-AS1
Baclofen,NDST2
Haloperidol,NDST2
Perphenazine,RFPL1S
Chlortetracycline,RHPN1-AS1
Paclitaxel,LINC02172
Paclitaxel,AL139352.1
Acyclovir,NDUFB2-AS1
Acyclovir,LINC00342
Lisuride,IDI2-AS1
Glyburide,AP003469.4
Glyburide,LINC00474
Glyburide,AC090360.1
Glyburide,AFDN-DT
Glyburide,AL021937.4
Glyburide,PYY2
Glyburide,LINC01136
Glyburide,SMIM27
Glyburide,AL359924.1
Glyburide,IDI2-AS1
Glyburide,SNHG14
Glyburide,KIF25-AS1
Glyburide,AC002310.2
Glyburide,XIST
Glyburide,DIAPH2-AS1
Glyburide,SNHG3
Glyburide,RHPN1-AS1
Glyburide,SNHG20
Glyburide,CTXND1
Glyburide,AC010834.1
Glyburide,TCL6
Glyburide,MEG3
Glyburide,AL157838.1
Glyburide,AC004690.2
Glyburide,MIR22HG
Glyburide,AL441883.1
Glyburide,GSN-AS1
Glyburide,MMP24OS
Glyburide,ZNF710-AS1
Glyburide,LINC02172
Glyburide,AL450384.2
Glyburide,LINC00599
Glyburide,SMAD5-AS1
Glyburide,TP73-AS1
Glyburide,MYCNOS
Glyburide,AC141586.3
Glyburide,AL139352.1
Glyburide,ATXN8OS
Glyburide,LINC00342
Glyburide,ENSG00000229645
Glyburide,TP53TG1
Glyburide,PART1
Glyburide,LINC00563
Clotrimazole,LINC00339
Clotrimazole,RHPN1-AS1
Labetalol,LINC00339
Clonidine,SNHG17
Antazoline,LINC00339
Bupropion,LINC00339
Bupropion,THAP9-AS1
Etacrynic acid,LINC00599
Mepyramine,LINC00339
Mepyramine,LINC00599
Mifepristone,AC007389.3
Colchicine,MCM3AP-AS1
Sulfisoxazole,NDST2
Clopamide,ENSG00000229645
Clopamide,ZNF710-AS1
Clopamide,AC141586.3
Clopamide,NOP14-AS1
Clopamide,LINC00342
Clopamide,AC002310.2
Clopamide,AC098487.1
Clopamide,SMAD5-AS1
Clopamide,AP003469.4
Clopamide,AL139352.1
Clopamide,NEAT1
Clopamide,SNHG20
Clopamide,MEG3
Clopamide,KIF25-AS1
Clopamide,AC007405.1
Clopamide,TP73-AS1
Clopamide,AL157838.1
Clopamide,IDI2-AS1
Clopamide,KCNQ1DN
Clopamide,SNHG14
Clopamide,MMP24OS
Clopamide,LINC00563
Clopamide,LINC01136
Clopamide,AC090360.1
Clopamide,AL359924.1
Clopamide,MYCNOS
Clopamide,LINC00599
Clopamide,LINC00574
Clopamide,AL441883.1
Clopamide,CTXND1
Clopamide,RHPN1-AS1
Clopamide,AL021937.4
Clopamide,SMIM27
Methylergometrine,SNHG17
Kanamycin,SNHG14
Clenbuterol,AL355922.1
Hycanthone,NBPF1
Etoposide,MCM3AP-AS1
Haloperidol,ELOA-AS1
LY-294002,MCF2L-AS1
Tanespimycin,SNHG3
monorden,MIR22HG
Valproic Acid,MIR22HG
Geldanamycin,ZNF213-AS1
Clozapine,LINC00339
Sirolimus,LINC00963
Wortmannin,LINC00563
8-azaguanine,LINC01963
Procaine,ELOA-AS1
Dexpanthenol,ELOA-AS1
Epirizole,LINC01963
Hydroflumethiazide,LINC00963
Betazole,RHPN1-AS1
Triflupromazine,LINC01963
Sulindac,SNHG14
Mefenamic acid,LINC01963
Diphenhydramine,LINC00963
Diphenhydramine,LINC00339
Diphenhydramine,ZNF213-AS1
adiphenine,ELOA-AS1
Dirithromycin,AL157395.1
Dirithromycin,SNHG3
Dirithromycin,KIF25-AS1
Dirithromycin,AL157838.1
Dirithromycin,SMIM27
Dirithromycin,AC141586.3
Dirithromycin,CTXND1
Dirithromycin,NEAT1
Dirithromycin,LINC00474
Dirithromycin,AC010834.1
Dirithromycin,IDI2-AS1
Dirithromycin,AL021937.4
Dirithromycin,AC007405.1
Dirithromycin,MMP24OS
Dirithromycin,KCNQ1DN
Dirithromycin,MIR22HG
Dirithromycin,AC002310.2
Dirithromycin,BRD3OS
Dirithromycin,LINC00563
Dirithromycin,XIST
Dirithromycin,AL441883.1
Dirithromycin,LINC02172
Dirithromycin,LINC00599
Dirithromycin,SNHG14
Dirithromycin,PYY2
Dirithromycin,MEG3
Dirithromycin,AP003469.4
Dirithromycin,SNHG20
Dirithromycin,SMAD5-AS1
Dirithromycin,TP73-AS1
Dirithromycin,MCF2L-AS1
Dirithromycin,GSN-AS1
Dirithromycin,TP53TG1
Dirithromycin,AL359924.1
Dirithromycin,AC090360.1
Dirithromycin,ZNF710-AS1
Dirithromycin,ENSG00000229645
Dirithromycin,AC013391.3
Dirithromycin,AC098487.1
Chloroquine,WT1-AS
Chloroquine,LINC00339
Mesoridazine,NBPF1
Etamivan,IDI2-AS1
clorsulon,SNHG14
clorsulon,AL450384.2
Parthenolide,ENSG00000229645
Parthenolide,MIR22HG
Dihydroergocristine,NEAT1
Dihydroergocristine,LINC00599
Dihydroergocristine,AC007389.3
Mometasone,NEAT1
lobelanidine,AC007389.3
Ajmaline,NEAT1
Ajmaline,SNHG14
Ajmaline,THAP9-AS1
Ajmaline,MCF2L-AS1
Ajmaline,LINC00342
Ajmaline,AL117378.1
Ajmaline,TP53TG1
Ajmaline,AC004690.2
Ajmaline,AP003469.4
Ajmaline,LINC01136
Ajmaline,HEXA-AS1
Ajmaline,MYCNOS
Ajmaline,AC098487.1
Ajmaline,SNHG20
Ajmaline,RHPN1-AS1
Ajmaline,AL359924.1
Ajmaline,AL157838.1
Ajmaline,TP73-AS1
Ajmaline,AL021937.4
Ajmaline,ATXN8OS
Ajmaline,LINC00474
Ajmaline,SMAD5-AS1
Ajmaline,LINC00599
Ajmaline,SNHG3
Ajmaline,MIR22HG
Ajmaline,AL139352.1
Ajmaline,TCL6
Ajmaline,MMP24OS
Ajmaline,IDI2-AS1
Ajmaline,AC002310.2
Ajmaline,AC090360.1
Ajmaline,MEG3
Ajmaline,LINC00563
Ajmaline,SMIM27
Ajmaline,AFDN-DT
Ajmaline,KIF25-AS1
Noscapine,RHPN1-AS1
harmine,ELOA-AS1
piperlongumine,MAPKAPK5-AS1
piperlongumine,ENSG00000229645
piperlongumine,MIR22HG
piperlongumine,CROCCP2
Atropine,LINC00339
Lobeline,LINC01136
Lobeline,AC090360.1
Lobeline,MEG3
Lobeline,IDI2-AS1
Lobeline,MMP24OS
Lobeline,XIST
Lobeline,AL157395.1
Lobeline,AC002310.2
Lobeline,LINC00563
Lobeline,SMAD5-AS1
Lobeline,AL441883.1
Lobeline,SNHG3
Lobeline,RHPN1-AS1
Lobeline,SNHG14
Lobeline,TP73-AS1
Lobeline,MIR22HG
Lobeline,AC141586.3
Lobeline,AL139352.1
Lobeline,TCL6
Lobeline,DIAPH2-AS1
Lobeline,AL021937.4
Lobeline,SNHG20
Lobeline,AL157838.1
Lobeline,SMIM27
Lobeline,KIF25-AS1
Lobeline,ZNF710-AS1
Lobeline,AC010834.1
Lobeline,LINC00599
Lobeline,CTXND1
Lobeline,MCM3AP-AS1
calycanthine,LINC00339
"1,4-chrysenequinone",RHPN1-AS1
Berberine,LINC00339
Berberine,NBPF1
Racecadotril,AC007389.3
epivincamine,THAP9-AS1
epivincamine,NBPF1
aconitine,LINC00339
isocorydine,FOXN3-AS2
isocorydine,AC007389.3
isocorydine,AC090360.1
8-azaguanine,MCM3AP-AS1
8-azaguanine,CROCCP2
8-azaguanine,ELOA-AS1
meticrane,CROCCP2
meticrane,THAP9-AS1
Epirizole,SMIM27
Moxisylyte,AC093010.3
Imipramine,LINC01963
Nifedipine,LINC00342
Nifedipine,ZNF213-AS1
Sulindac,AC093010.3
Triamterene,AC093010.3
Chlorpromazine,NEAT1
Thiamphenicol,ZNF213-AS1
Thiamphenicol,AC093010.3
Acetohexamide,MIR22HG
Diphenhydramine,SMIM27
adiphenine,SMIM27
Isoflupredone,THAP9-AS1
8-azaguanine,ENSG00000229645
8-azaguanine,LINC00342
8-azaguanine,SNHG3
8-azaguanine,WT1-AS
8-azaguanine,BRD3OS
8-azaguanine,LINC00339
8-azaguanine,MIR22HG
8-azaguanine,ZNF710-AS1
meticrane,LINC00599
meticrane,WT1-AS
Sulfaphenazole,SNHG20
Sulfaphenazole,SNHG3
Sulfaphenazole,BRD3OS
Sulfaphenazole,LINC00342
Sulfaphenazole,LINC00339
Sulfaphenazole,WT1-AS
Chloramphenicol,SNHG20
Chloramphenicol,WT1-AS
Chloramphenicol,LINC00342
morantel,SNHG3
morantel,LINC00599
todralazine,WT1-AS
todralazine,LINC00599
todralazine,LINC00342
todralazine,SNHG3
Benzonatate,WT1-AS
Carbamazepine,SNHG20
Imipramine,WT1-AS
Hydroflumethiazide,WT1-AS
Sulfadiazine,SMIM27
Dyphylline,AC002310.2
Sulindac,SNHG20
Sulindac,SMIM27
Metformin,SMIM27
Metformin,LINC00963
Triamterene,SNHG20
Mefenamic acid,SMIM27
Naproxen,SMIM27
Isoflupredone,SMIM27
Cimetidine,AL157838.1
Cimetidine,LINC01136
Cimetidine,SMIM27
Cimetidine,AL359924.1
Cimetidine,LINC00599
Cimetidine,IDI2-AS1
Cimetidine,LINC00474
Cimetidine,AC010542.4
Cimetidine,AC007389.3
Cimetidine,AL441883.1
Cimetidine,AC098487.1
Cimetidine,MMP24OS
Cimetidine,PYY2
Cimetidine,AL139352.1
Cimetidine,MAPKAPK5-AS1
Cimetidine,SNHG14
Cimetidine,XIST
Cimetidine,TCL6
Cimetidine,KIF25-AS1
Cimetidine,LINC00563
Levodopa,LINC00339
Pyrimethamine,LINC00563
Pyrimethamine,ZNF710-AS1
Miconazole,ELOA-AS1
Thioridazine,ELOA-AS1
Metronidazole,MMP24OS
Metronidazole,AC010542.4
Metronidazole,SNHG17
Metronidazole,AC013391.3
Metronidazole,AL355922.1
Metronidazole,SMIM27
Apomorphine,ELOA-AS1
cotinine,THAP9-AS1
Zimelidine,SMIM27
metanephrine,AC010542.4
Chlorhexidine,KIF25-AS1
Chlorhexidine,SNHG14
Chlorhexidine,SNHG20
Chlorhexidine,AL157838.1
Chlorhexidine,LINC00599
Chlorhexidine,AL021937.4
Chlorhexidine,ELOA-AS1
Chlorhexidine,AC002310.2
Chlorhexidine,PYY2
Chlorhexidine,AL359924.1
Chlorhexidine,AC010542.4
Chlorhexidine,SMIM27
Chlorhexidine,SNHG17
Chlorhexidine,TCL6
Chlorhexidine,AL441883.1
Chlorhexidine,AL139352.1
Chlorhexidine,AC141586.3
Chlorhexidine,MMP24OS
Chlorhexidine,AP003469.4
Chlorhexidine,AC090360.1
Chlorhexidine,TP53TG1
Chlorhexidine,IDI2-AS1
Chlorhexidine,AC010834.1
Chlorhexidine,ZNF710-AS1
Midecamycin,ELOA-AS1
Diltiazem,ELOA-AS1
Josamycin,ELOA-AS1
Methotrexate,AC010542.4
Methotrexate,THAP9-AS1
Chlortetracycline,THAP9-AS1
Dicyclomine,SMIM27
Acebutolol,LINC00339
Bromocriptine,LINC00574
Bromocriptine,AL139352.1
Amoxapine,LINC00339
Metolazone,NBPF1
Metolazone,AL021937.4
azacyclonol,MEG3
azacyclonol,MMP24OS
azacyclonol,AC004690.2
azacyclonol,SMIM27
azacyclonol,ZNF213-AS1
azacyclonol,AL157395.1
azacyclonol,AC002310.2
azacyclonol,AL157838.1
azacyclonol,PYY2
azacyclonol,AL359924.1
azacyclonol,AP003469.4
azacyclonol,SNHG14
azacyclonol,AL441883.1
azacyclonol,MYCNOS
azacyclonol,LINC01136
azacyclonol,AC090360.1
azacyclonol,IDI2-AS1
azacyclonol,CTXND1
azacyclonol,LINC02172
azacyclonol,SNHG20
azacyclonol,AL139352.1
azacyclonol,LINC00342
azacyclonol,KIF25-AS1
azacyclonol,RHPN1-AS1
azacyclonol,LINC00599
azacyclonol,AL021937.4
azacyclonol,LINC00474
azacyclonol,ATXN8OS
azacyclonol,SMAD5-AS1
azacyclonol,AC010834.1
azacyclonol,LINC00563
azacyclonol,TP53TG1
azacyclonol,AC007389.3
azacyclonol,SNHG3
azacyclonol,ENSG00000229645
azacyclonol,AC141586.3
azacyclonol,ZNF710-AS1
azacyclonol,TP73-AS1
Midecamycin,SNHG3
Midecamycin,NBPF1
Azathioprine,LINC00339
Diltiazem,NBPF1
Loperamide,RHPN1-AS1
Josamycin,SMIM27
Baclofen,CTXND1
Baclofen,WT1-AS
Baclofen,LINC01136
Baclofen,AL355922.1
Baclofen,THAP9-AS1
Lynestrenol,LINC01136
Danazol,SMAD5-AS1
Danazol,AC141586.3
Danazol,AC090360.1
Danazol,XIST
Danazol,SNHG14
Danazol,SNHG3
Danazol,LINC00342
Danazol,NEAT1
Danazol,PVT1
Danazol,AL139352.1
Danazol,NOP14-AS1
Danazol,AL157838.1
Danazol,AL441883.1
Danazol,LINC00339
Danazol,LINC00474
Danazol,ZNF710-AS1
Danazol,SNHG20
Danazol,LINC01136
Danazol,ATXN8OS
Danazol,KIF25-AS1
Danazol,MMP24OS
Danazol,MYMX
Danazol,TP73-AS1
Danazol,AC007389.3
Danazol,LINC00599
Danazol,RHPN1-AS1
Danazol,AC004690.2
Danazol,TP53TG1
Danazol,SMIM27
Danazol,IDI2-AS1
Danazol,AL021937.4
Danazol,LINC00563
Danazol,AC010834.1
Danazol,AC002310.2
Danazol,AL359924.1
Danazol,AC007405.1
Danazol,AP003469.4
Danazol,AC010542.4
Chlortetracycline,ZNF710-AS1
Chlortetracycline,AL441883.1
Chlortetracycline,MYCNOS
Chlortetracycline,LINC00342
Chlortetracycline,IDI2-AS1
Chlortetracycline,TCL6
Chlortetracycline,LINC01136
Chlortetracycline,AP003469.4
Chlortetracycline,PART1
Chlortetracycline,SMAD5-AS1
Chlortetracycline,AC090360.1
Chlortetracycline,MIR22HG
Chlortetracycline,AC007389.3
Chlortetracycline,CTXND1
Chlortetracycline,NDST2
Chlortetracycline,AL359924.1
Chlortetracycline,KIF25-AS1
Chlortetracycline,AC004690.2
Chlortetracycline,LINC00563
Chlortetracycline,MMP24OS
Chlortetracycline,LINC00574
Chlortetracycline,KCNQ1DN
Chlortetracycline,SNHG20
Chlortetracycline,NEAT1
Chlortetracycline,TP73-AS1
Chlortetracycline,AL021937.4
Chlortetracycline,AL139352.1
Chlortetracycline,ACVR2B-AS1
Chlortetracycline,AL157838.1
Chlortetracycline,MEG3
Chlortetracycline,PYY2
Chlortetracycline,AC010834.1
Chlortetracycline,LINC00474
Chlortetracycline,SMIM27
Chlortetracycline,ENSG00000229645
Chlortetracycline,AC141586.3
Chlortetracycline,LINC00599
Chlortetracycline,NOP14-AS1
Chlortetracycline,TP53TG1
Chlortetracycline,ATXN8OS
Lisuride,LINC00563
Ivermectin,SMIM27
acetylsalicylsalicylic acid,AL117378.1
acetylsalicylsalicylic acid,AC013391.3
Nalbuphine,ZNF710-AS1
Mianserin,ZNF710-AS1
nocodazole,AP003469.4
Acenocoumarol,ZNF710-AS1
Triamcinolone,LINC01963
Midodrine,ZNF710-AS1
Midodrine,ZNF213-AS1
Ranitidine,NDST2
Ranitidine,FOXD1-AS1
Ranitidine,ENSG00000229645
Etodolac,NDST2
pentetrazol,NDST2
etofylline,NOP14-AS1
Levamisole,MYCNOS
Pyrantel,SNHG3
antimycin A,LINC00963
antimycin A,IDI2-AS1
antimycin A,SNHG3
Chlorzoxazone,LINC01963
Pargyline,NOP14-AS1
Pargyline,AL355922.1
Flufenamic Acid,AL021937.4
Flufenamic Acid,ENSG00000229645
trichostatin A,LINC01963
Xylometazoline,NOP14-AS1
Hyoscyamine,NDST2
Hyoscyamine,AC010542.4
Hyoscyamine,AC098487.1
Alverine,NDST2
Methocarbamol,SNHG3
Nimesulide,IDI2-AS1
Nimesulide,NOP14-AS1
Nimesulide,AL021937.4
Nimesulide,NDST2
Gemfibrozil,NDST2
Chlorphenesin,AC010834.1
hydrastinine,LINC00342
nifenazone,NOP14-AS1
Mafenide,NOP14-AS1
Cloxacillin,AC007876.1
Meclofenamic acid,IDI2-AS1
Rescinnamine,NEAT1
Rescinnamine,LINC00963
Galantamine,NDUFB2-AS1
Ergoloid mesylate,SNHG20
Ergoloid mesylate,WT1-AS
palmatine,AL117378.1
Bicuculline,EGOT
canavanine,NDUFB2-AS1
Diflorasone,ACVR2B-AS1
gramine,XIST
emetine,WT1-AS
emetine,SNHG3
emetine,ZNF710-AS1
emetine,LINC00339
emetine,LINC00342
emetine,MCM3AP-AS1
emetine,THAP9-AS1
emetine,BRD3OS
emetine,ENSG00000229645
Harmaline,SMAD5-AS1
harman,LINC00652
solanine,AC010542.4
solanine,LINC00574
solanine,MCM3AP-AS1
solanine,ACVR2B-AS1
solanine,MYCNOS
sulmazole,AL117378.1
Glimepiride,NDST2
Dydrogesterone,AL021937.4
Sulfabenzamide,AL117378.1
Sulfabenzamide,NDUFB2-AS1
picrotoxinin,SNHG3
gelsemine,NDUFB2-AS1
canadine,AC096564.2
canadine,AL117378.1
canadine,AC010834.1
succinylsulfathiazole,HAND2-AS1
succinylsulfathiazole,AL021937.4
Benzocaine,LINC00963
Benzocaine,AL021937.4
Benzocaine,AL117378.1
Flunisolide,MIR22HG
Flunisolide,MYCNOS
mepenzolate bromide,AL021937.4
mepenzolate bromide,VASH1-AS1
mepenzolate bromide,HAND2-AS1
eldeline,LINC02172
pempidine,LINC01136
pempidine,CTXND1
pempidine,LINC00652
famprofazone,AL021937.4
famprofazone,MIR22HG
famprofazone,SNHG20
metamizole sodium,NDST2
citiolone,MIR22HG
heliotrine,NDUFB2-AS1
Sulfamerazine,LINC01136
Sulfamerazine,AL441883.1
Bromopride,VASH1-AS1
Isosorbide,AL021937.4
Halcinonide,MIR22HG
acacetin,MIR22HG
acacetin,LINC00599
acacetin,LINC01963
acacetin,AL021937.4
acacetin,LINC01361
acacetin,AP003469.4
acacetin,AC093010.3
acacetin,BRD3OS
acacetin,AC002310.2
acacetin,IDI2-AS1
Sulfachlorpyridazine,NDST2
Sulfachlorpyridazine,AP003469.4
helveticoside,ELOA-AS1
helveticoside,MIR22HG
helveticoside,WT1-AS
helveticoside,NDST2
helveticoside,ENSG00000229645
helveticoside,AL450384.2
helveticoside,LINC00342
helveticoside,RFPL1S
helveticoside,LINC00339
helveticoside,BRD3OS
helveticoside,MCM3AP-AS1
lanatoside C,AP003469.4
lanatoside C,NDUFB2-AS1
lanatoside C,ENSG00000229645
lanatoside C,NDST2
lanatoside C,LINC00342
lanatoside C,LINC00599
lanatoside C,AC098487.1
lanatoside C,AL034550.1
lanatoside C,BRD3OS
lanatoside C,MCM3AP-AS1
lanatoside C,WT1-AS
